Actor Name,Name,Drop Table Name,Drop Reason,Drop,Amount,Drop Chance
Enemy_Horablin_Guard_Middle,Blue Horriblin,Minus,,Horriblin Guts,1,20%
Enemy_Horablin_Guard_Middle,Blue Horriblin,Minus,,Zonaite,1-2,100%
Enemy_Horablin_Junior,Horriblin,,,,,100%
Enemy_Horablin_Junior,Horriblin,,,Horriblin Claw,1,30%
Enemy_Horablin_Junior,Horriblin,Minus,,,,100%
Enemy_Horablin_Junior,Horriblin,Minus,,Horriblin Claw,1,30%
Enemy_Horablin_Junior,Horriblin,Minus,,Zonaite,1-2,100%
Enemy_Horablin_Middle,Blue Horriblin,,,,,100%
Enemy_Horablin_Middle,Blue Horriblin,,,Horriblin Claw,2,80%
Enemy_Horablin_Middle,Blue Horriblin,,,Horriblin Guts,1,20%
Enemy_Horablin_Middle,Blue Horriblin,Minus,,,,100%
Enemy_Horablin_Middle,Blue Horriblin,Minus,,Horriblin Claw,2,80%
Enemy_Horablin_Middle,Blue Horriblin,Minus,,Horriblin Guts,1,20%
Enemy_Horablin_Middle,Blue Horriblin,Minus,,Zonaite,1-2,100%
Enemy_Horablin_Senior,Black Horriblin,,,,,100%
Enemy_Horablin_Senior,Black Horriblin,,,Horriblin Claw,3-4,70%
Enemy_Horablin_Senior,Black Horriblin,,,Horriblin Guts,1,60%
Enemy_Horablin_Senior,Black Horriblin,Minus,,,,100%
Enemy_Horablin_Senior,Black Horriblin,Minus,,Horriblin Claw,3-4,70%
Enemy_Horablin_Senior,Black Horriblin,Minus,,Horriblin Guts,1,60%
Enemy_Horablin_Senior,Black Horriblin,Minus,,Zonaite,1-2,100%
Enemy_Keese,Keese,,,Keese Eyeball,1,100%
Enemy_Keese,Keese,,,Keese Wing,2,40%
Enemy_Keese,Keese,Swarm,,Keese Wing,2,40%
Enemy_Keese,Keese,Minus,,Keese Eyeball,1,100%
Enemy_Keese,Keese,Minus,,Keese Wing,2,40%
Enemy_Keese_AllDay,Keese,,,Keese Eyeball,1,100%
Enemy_Keese_AllDay,Keese,,,Keese Wing,2,40%
Enemy_Keese_AllDay,Keese,Swarm,,Keese Wing,2,40%
Enemy_Keese_AllDay,Keese,Minus,,Keese Eyeball,1,100%
Enemy_Keese_AllDay,Keese,Minus,,Keese Wing,2,40%
Enemy_Keese_Cadaver,Keese,,,Keese Eyeball,1,100%
Enemy_Keese_Cadaver,Keese,,,Keese Wing,2,40%
Enemy_Keese_Cadaver,Keese,Swarm,,Keese Wing,2,40%
Enemy_Keese_Cadaver,Keese,Minus,,Keese Eyeball,1,100%
Enemy_Keese_Cadaver,Keese,Minus,,Keese Wing,2,40%
Enemy_Keese_Electric,Electric Keese,,,Electric Keese Eyeball,1,100%
Enemy_Keese_Electric,Electric Keese,,,Electric Keese Wing,2,40%
Enemy_Keese_Electric,Electric Keese,Minus,,Electric Keese Eyeball,1,100%
Enemy_Keese_Electric,Electric Keese,Minus,,Electric Keese Wing,2,40%
Enemy_Keese_Electric,Electric Keese,LastBattle,,Electric Keese Eyeball,1,100%
Enemy_Keese_Electric,Electric Keese,LastBattle,,Electric Keese Wing,2,40%
Enemy_Keese_Electric_AllDay,Electric Keese,,,Electric Keese Eyeball,1,100%
Enemy_Keese_Electric_AllDay,Electric Keese,,,Electric Keese Wing,2,40%
Enemy_Keese_Electric_AllDay,Electric Keese,Minus,,Electric Keese Eyeball,1,100%
Enemy_Keese_Electric_AllDay,Electric Keese,Minus,,Electric Keese Wing,2,40%
Enemy_Keese_Electric_AllDay,Electric Keese,LastBattle,,Electric Keese Eyeball,1,100%
Enemy_Keese_Electric_AllDay,Electric Keese,LastBattle,,Electric Keese Wing,2,40%
Enemy_Keese_Fire,Fire Keese,,,Fire Keese Eyeball,1,100%
Enemy_Keese_Fire,Fire Keese,,,Fire Keese Wing,2,40%
Enemy_Keese_Fire,Fire Keese,Minus,,Fire Keese Eyeball,1,100%
Enemy_Keese_Fire,Fire Keese,Minus,,Fire Keese Wing,2,40%
Enemy_Keese_Fire,Fire Keese,LastBattle,,Fire Keese Eyeball,1,100%
Enemy_Keese_Fire,Fire Keese,LastBattle,,Fire Keese Wing,2,40%
Enemy_Keese_Fire_AllDay,Fire Keese,,,Fire Keese Eyeball,1,100%
Enemy_Keese_Fire_AllDay,Fire Keese,,,Fire Keese Wing,2,40%
Enemy_Keese_Fire_AllDay,Fire Keese,Minus,,Fire Keese Eyeball,1,100%
Enemy_Keese_Fire_AllDay,Fire Keese,Minus,,Fire Keese Wing,2,40%
Enemy_Keese_Fire_AllDay,Fire Keese,LastBattle,,Fire Keese Eyeball,1,100%
Enemy_Keese_Fire_AllDay,Fire Keese,LastBattle,,Fire Keese Wing,2,40%
Enemy_Keese_Ice,Ice Keese,,,Ice Keese Eyeball,1,100%
Enemy_Keese_Ice,Ice Keese,,,Ice Keese Wing,2,40%
Enemy_Keese_Ice,Ice Keese,Minus,,Ice Keese Eyeball,1,100%
Enemy_Keese_Ice,Ice Keese,Minus,,Ice Keese Wing,2,40%
Enemy_Keese_Ice,Ice Keese,LastBattle,,Ice Keese Eyeball,1,100%
Enemy_Keese_Ice,Ice Keese,LastBattle,,Ice Keese Wing,2,40%
Enemy_Keese_Ice_AllDay,Ice Keese,,,Ice Keese Eyeball,1,100%
Enemy_Keese_Ice_AllDay,Ice Keese,,,Ice Keese Wing,2,40%
Enemy_Keese_Ice_AllDay,Ice Keese,Minus,,Ice Keese Eyeball,1,100%
Enemy_Keese_Ice_AllDay,Ice Keese,Minus,,Ice Keese Wing,2,40%
Enemy_Keese_Ice_AllDay,Ice Keese,LastBattle,,Ice Keese Eyeball,1,100%
Enemy_Keese_Ice_AllDay,Ice Keese,LastBattle,,Ice Keese Wing,2,40%
Enemy_Keese_Ice_Army,Ice Keese,,,Ice Keese Eyeball,1,100%
Enemy_Keese_Ice_Army,Ice Keese,,,Ice Keese Wing,2,40%
Enemy_Keese_Ice_Army,Ice Keese,Minus,,Ice Keese Eyeball,1,100%
Enemy_Keese_Ice_Army,Ice Keese,Minus,,Ice Keese Wing,2,40%
Enemy_Keese_Ice_Army,Ice Keese,LastBattle,,Ice Keese Eyeball,1,100%
Enemy_Keese_Ice_Army,Ice Keese,LastBattle,,Ice Keese Wing,2,40%
Enemy_Keese_Swarm,Keese,,,Keese Eyeball,1,100%
Enemy_Keese_Swarm,Keese,,,Keese Wing,2,40%
Enemy_Keese_Swarm,Keese,Swarm,,Keese Wing,2,40%
Enemy_Keese_Swarm,Keese,Minus,,Keese Eyeball,1,100%
Enemy_Keese_Swarm,Keese,Minus,,Keese Wing,2,40%
Enemy_Keese_Swarm_AllDay,Keese,,,Keese Eyeball,1,100%
Enemy_Keese_Swarm_AllDay,Keese,,,Keese Wing,2,40%
Enemy_Keese_Swarm_AllDay,Keese,Swarm,,Keese Wing,2,40%
Enemy_Keese_Swarm_AllDay,Keese,Minus,,Keese Eyeball,1,100%
Enemy_Keese_Swarm_AllDay,Keese,Minus,,Keese Wing,2,40%
Enemy_Keese_Swarm_Cave,Keese,,,Keese Eyeball,1,100%
Enemy_Keese_Swarm_Cave,Keese,,,Keese Wing,2,40%
Enemy_Keese_Swarm_Cave,Keese,Swarm,,Keese Wing,2,40%
Enemy_Keese_Swarm_Cave,Keese,Minus,,Keese Eyeball,1,100%
Enemy_Keese_Swarm_Cave,Keese,Minus,,Keese Wing,2,40%
Enemy_LikeLike_Crack,Rock Like,,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,,,,,100%
Enemy_LikeLike_Crack,Rock Like,StartIsland_A,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,StartIsland_A,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,StartIsland_A,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,StartIsland_A,,,1-2,0%
Enemy_LikeLike_Crack,Rock Like,StartIsland_A,,,1-2,10%
Enemy_LikeLike_Crack,Rock Like,StartIsland_A,,,,100%
Enemy_LikeLike_Crack,Rock Like,StartIsland_B,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,StartIsland_B,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,StartIsland_B,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,StartIsland_B,,,1-2,0%
Enemy_LikeLike_Crack,Rock Like,StartIsland_B,,,1-2,10%
Enemy_LikeLike_Crack,Rock Like,StartIsland_B,,,,100%
Enemy_LikeLike_Crack,Rock Like,Minus,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Minus,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Minus,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus,,,,100%
Enemy_LikeLike_Crack,Rock Like,Minus,,Zonaite,1-2,100%
Enemy_LikeLike_Crack,Rock Like,Rito,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Rito,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Rito,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Rito,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Rito,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Rito,,,,100%
Enemy_LikeLike_Crack,Rock Like,Goron,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Goron,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Goron,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Goron,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Goron,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Goron,,,,100%
Enemy_LikeLike_Crack,Rock Like,Zora,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Zora,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Zora,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Zora,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Zora,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Zora,,,,100%
Enemy_LikeLike_Crack,Rock Like,Gerudo,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Gerudo,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Gerudo,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Gerudo,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Gerudo,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Gerudo,,,,100%
Enemy_LikeLike_Crack,Rock Like,Seeker,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Seeker,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Seeker,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Seeker,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Seeker,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Seeker,,,,100%
Enemy_LikeLike_Crack,Rock Like,Korok,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Korok,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Korok,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Korok,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Korok,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Korok,,,,100%
Enemy_LikeLike_Crack,Rock Like,Sky,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Sky,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Sky,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Sky,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Sky,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Sky,,,,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Gerudo,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Gerudo,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Minus_Gerudo,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Gerudo,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Gerudo,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Gerudo,,,,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Gerudo,,Zonaite,1-2,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Korok,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Korok,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Minus_Korok,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Korok,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Korok,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Korok,,,,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Korok,,Zonaite,1-2,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Goron,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Goron,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Minus_Goron,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Goron,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Goron,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Goron,,,,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Goron,,Zonaite,1-2,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Seeker,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Seeker,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Minus_Seeker,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Seeker,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Seeker,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Seeker,,,,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Seeker,,Zonaite,1-2,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Zora,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Zora,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Minus_Zora,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Zora,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Zora,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Zora,,,,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Zora,,Zonaite,1-2,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Rito,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Rito,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Minus_Rito,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Rito,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Rito,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Rito,,,,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Rito,,Zonaite,1-2,100%
Enemy_LikeLike_Crack,Rock Like,Minus_GoronDungeon,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Minus_GoronDungeon,,Treasure Chest,1,100%
Enemy_LikeLike_Crack,Rock Like,Minus_GoronDungeon,,,,100%
Enemy_LikeLike_Crack,Rock Like,Minus_GoronDungeon,,Zonaite,1-2,100%
Enemy_LikeLike_Crack,Rock Like,Castle,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Castle,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Castle,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Castle,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Castle,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Castle,,,,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Castle,,Like Like Stone,1,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Castle,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack,Rock Like,Minus_Castle,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Castle,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Castle,,,1-2,5%
Enemy_LikeLike_Crack,Rock Like,Minus_Castle,,,,100%
Enemy_LikeLike_Crack,Rock Like,Minus_Castle,,Zonaite,1-2,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,StartIsland_A,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,StartIsland_A,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,StartIsland_A,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,StartIsland_A,,,1-2,0%
Enemy_LikeLike_Crack_RagdollShort,Like Like,StartIsland_A,,,1-2,10%
Enemy_LikeLike_Crack_RagdollShort,Like Like,StartIsland_A,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,StartIsland_B,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,StartIsland_B,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,StartIsland_B,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,StartIsland_B,,,1-2,0%
Enemy_LikeLike_Crack_RagdollShort,Like Like,StartIsland_B,,,1-2,10%
Enemy_LikeLike_Crack_RagdollShort,Like Like,StartIsland_B,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus,,Zonaite,1-2,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Rito,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Rito,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Rito,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Rito,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Rito,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Rito,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Goron,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Goron,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Goron,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Goron,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Goron,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Goron,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Zora,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Zora,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Zora,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Zora,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Zora,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Zora,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Gerudo,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Gerudo,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Gerudo,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Gerudo,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Gerudo,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Gerudo,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Seeker,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Seeker,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Seeker,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Seeker,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Seeker,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Seeker,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Korok,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Korok,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Korok,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Korok,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Korok,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Korok,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Sky,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Sky,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Sky,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Sky,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Sky,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Sky,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Gerudo,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Gerudo,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Gerudo,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Gerudo,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Gerudo,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Gerudo,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Gerudo,,Zonaite,1-2,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Korok,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Korok,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Korok,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Korok,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Korok,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Korok,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Korok,,Zonaite,1-2,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Goron,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Goron,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Goron,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Goron,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Goron,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Goron,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Goron,,Zonaite,1-2,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Seeker,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Seeker,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Seeker,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Seeker,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Seeker,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Seeker,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Seeker,,Zonaite,1-2,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Zora,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Zora,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Zora,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Zora,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Zora,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Zora,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Zora,,Zonaite,1-2,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Rito,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Rito,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Rito,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Rito,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Rito,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Rito,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Rito,,Zonaite,1-2,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_GoronDungeon,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_GoronDungeon,,Treasure Chest,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_GoronDungeon,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_GoronDungeon,,Zonaite,1-2,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Castle,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Castle,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Castle,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Castle,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Castle,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Castle,,,,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Castle,,Like Like Stone,1,100%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Castle,,Arrow x 5,1-2,35%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Castle,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Castle,,,1-2,5%
Enemy_LikeLike_Crack_RagdollShort,Like Like,Minus_Castle,,,1-2,5%
