Name,Type,ActorName,Object Map Link,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height
Eventide Island,Location,Cohorint,Eventide Island,4586.1587,-3629.8577,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Reservoir Lake,Location,EastDam,East Reservoir Lake,3667.748,179.84644,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerudo Desert Gateway,Location,GerudoDesert_Entrance,Gerudo Desert Gateway,-2924.1182,-2329.39,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guchini Plain Barrows,Location,GutinizaPlainTomb,Guchini Plain Barrows,1004.24384,-3456.9558,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Ancient Lab Ruins,Location,HyruleLabo,Royal Ancient Lab Ruins,-1249.5009,1023.3812,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thundra Plateau,Location,LightningPlateau,Thundra Plateau,-2265.8643,921.8176,-105,-2269,956,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eldin Great Skeleton,Location,OrdinFossil,Eldin Great Skeleton,1502.24,3762.9666,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Oasis Training Area,Location,SouthGerudoRuinsCamp,Southern Oasis Training Area,-3647.4285,-3668.182,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gisa Crater,Location,TabantaCrater,Gisa Crater,-3930.9382,1067.8035,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mipha Court,Location,Zora_Belvedere,Mipha Court,3837.922,566.45776,491,3831,547,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deya Lake,Location,AdeyaLake,Deya Lake,365.77982,-1882.565,-105,496,-2286,-105,455,-2000,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darunia Lake,Location,AgunaiLake,Darunia Lake,1405.3325,2841.8623,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralis Pond,Location,AmonenePlateau,Ralis Pond,2926.604,263.8579,-105,2931,232,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorko Lake,Location,AnoleLake,Gorko Lake,2097.2947,2150.3538,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aris Beach,Location,AraisoBeach,Aris Beach,1936.0973,-3878.8467,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harker Lake,Location,BanmezaLake,Harker Lake,904.4924,-2873.2678,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medingo Pool,Location,BigalLake,Medingo Pool,2212.7102,1773.6628,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gero Pond,Location,BokoboLake,Gero Pond,2427.5232,1728.584,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarm Point,Location,BoraraCape,Tarm Point,4480.136,-897.2372,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spool Bight,Location,BottuBay,Spool Bight,4403.177,192.52295,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rassla Lake,Location,BuidaLake,Rassla Lake,1854.7019,-3679.6672,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gogobi Shores,Location,ChagaraMt,Gogobi Shores,3194.0957,-3559.9326,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelkoa Pond,Location,ChuonoPond,Zelkoa Pond,3493.344,-1964.7734,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirvata Lake,Location,DarinoPond,Nirvata Lake,3208.8003,-1698.877,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skull Lake,Location,DokuroPond,Skull Lake,3313.5579,3498.7183,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lulu Lake,Location,DonLake,Lulu Lake,3709.504,587.6111,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nabi Lake,Location,ElegLake,Nabi Lake,1098.4723,-1162.9218,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menoat River,Location,EnRiver,Menoat River,-15.196289,-3251.9248,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Mekar,Location,FeoreRiver,Lake Mekar,337.236,2749.984,-105,-225,2056,-105,277,1632,-105,893,2537,-105,,,,,,,,,,,,,,,,,,,,,,,,
Hopper Pond,Location,FlogPond,Hopper Pond,-1191.4772,-1659.2834,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floria Falls,Location,FloriaFalls,Floria Falls,1772.7584,-3256.4968,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floria River,Location,FloriaRiver,Floria River,1277.0026,-3327.131,-105,869,-3144,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Intenoch,Location,FuruboLake,Lake Intenoch,2598.2202,1719.2148,-105,2421,1422,-105,2520,1517,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purifier Lake,Location,GaneLake,Purifier Lake,3261.3813,-1314.1152,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutala Dam,Location,GasemaDam,Rutala Dam,3557.4536,-78.21869,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutala River,Location,GasemaRiver,Rutala River,3206.1938,-352.75214,-105,2518,-199,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Kolomo,Location,GatakaraPond,Lake Kolomo,-487.485,-1163.0908,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cephla Lake,Location,GatinLake,Cephla Lake,2750.7034,1480.5386,-105,2770,989,-105,2754,1274,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Ferona,Location,GenLake,Lake Ferona,2186.5237,1193.0283,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fir River,Location,GeraRiver,Fir River,2821.5454,-1952.351,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boné Pond,Location,GigiLake,Boné Pond,2083.9473,13.672485,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Sumac,Location,GiminoPond,Lake Sumac,3721.6108,-1905.7122,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloodleaf Lake,Location,GoyoLake,Bloodleaf Lake,4268.1465,3017.4836,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lantern Lake,Location,HagoromoLake,Lantern Lake,1710.6403,-948.33246,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haran Lake,Location,HarayaLake,Haran Lake,376.62482,-3477.8857,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strock Lake,Location,HashibiroLake,Strock Lake,-3383.4763,1233.7885,-105,-3249,1436,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitano Bay,Location,HatenoBay,Kitano Bay,3684.6482,-2503.4668,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Akkala Beach,Location,HigakkareBeach,East Akkala Beach,4353.725,2400.4111,-105,4274,2072,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepback Bay,Location,HigashinoBay,Deepback Bay,4283.439,-2355.3435,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank of Wishes,Location,HopeBridge,Bank of Wishes,2751.7227,87.14343,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River of the Dead,Location,HyliaRiver,River of the Dead,-1227.8818,-1981.25,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyrule Castle Moat,Location,Hyrule_Out,Hyrule Castle Moat,-326.03992,650.64795,-105,-291,1258,-105,-4,1229,-105,53,763,-105,-584,947,-105,-475,1172,-105,-532,757,-105,51,1028,-105,,,,,,,,,,,,
Goronbi Lake,Location,IrimoLake,Goronbi Lake,1801.1567,1482.7943,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goronbi River,Location,IrimoRiver,Goronbi River,1566.6991,1842.9304,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soka Point,Location,IsakiCape,Soka Point,3800.0117,-3656.9583,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zora River,Location,JiuRiver,Zora River,2657.7761,364.3933,-105,2112,164,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telta Lake,Location,KakamoLake,Telta Lake,1714.2354,-764.18555,-105,1713,-777,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camphor Pond,Location,KarimikiLake,Camphor Pond,3061.6787,-2042.0637,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regencia River,Location,KaturaRiver,Regencia River,-1767.8926,-1222.1437,-105,-1558,-921,-105,-1658,-1121,-105,-1293,-435,-105,-1863,-1399,-105,-1366,-681,-105,-1455,-178,-105,-1244,124,-105,,,,,,,,,,,,
Hebra Plunge,Location,KauLake,Hebra Plunge,-2866.764,2008.3376,-105,-3072,2135,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracozu Lake,Location,KazuryuLake,Dracozu Lake,928.17365,-2583.1191,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracozu River,Location,KazuryuRiver,Dracozu River,1023.65497,-2762.5396,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra Headspring,Location,KibakkaSnow,Hebra Headspring,-2830.4207,2415.83,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herin Lake,Location,KibinaLake,Herin Lake,1017.2119,-3512.1016,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Akkala Beach,Location,KitakkareBeach,North Akkala Beach,4717.2964,2923.5142,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hateno Bay,Location,KitanoBay,Hateno Bay,4021.11,-2422.6846,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keya Pond,Location,KoganeyaLake,Keya Pond,2995.0415,-2916.2478,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ash Swamp,Location,KokuwaLake,Ash Swamp,1977.8481,-1842.4929,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darb Pond,Location,KondanaLake,Darb Pond,2336.4668,2042.6836,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanu Pond,Location,KuhanLake,Hanu Pond,2787.8066,-2730.7444,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquame Lake,Location,KunaiLake,Aquame Lake,-1304.1285,-1095.3358,-105,-993,-1163,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uten Marsh,Location,KutenLake,Uten Marsh,2700.9373,-2944.8423,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Floria,Location,LakeFloria,Lake Floria,1737.8597,-3532.0127,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Hylia,Location,LakeHylia,Lake Hylia,-255.5434,-2430.4255,-105,17,-2262,-105,262,-2713,-105,146,-2481,-105,-431,-2302,-105,-313,-2781,-105,,,,,,,,,,,,,,,,,,
Lanayru Bay,Location,LanayruBay,Lanayru Bay,3449.1982,-752.7706,-105,3814,-613,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goro Cove,Location,ManbaLake,Goro Cove,1864.9131,2453.815,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faron Sea,Location,MapArea_FironeSea,Faron Sea,-51.15857,-3986.3625,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Necluda Sea,Location,MapArea_HateruSea,Necluda Sea,4141.2075,-2845.0447,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Hylia,Location,MapArea_HyliaLake,Lake Hylia,-149.24744,-2521.087,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanayru Sea,Location,MapArea_LanayruSea,Lanayru Sea,4674.5444,196.79657,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanayru Great Spring,Location,MapArea_LanayruWaterSources,Lanayru Great Spring,3568.6436,-108.86597,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akkala Sea,Location,MapArea_TamulSea,Akkala Sea,4811.545,3428.552,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afromsia Coast,Location,MenadaBeach,Afromsia Coast,4603.3115,-1830.0884,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malin Bay,Location,MihekoBay,Malin Bay,4405.705,1900.773,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akkala Falls,Location,MinakkareFalls,Akkala Falls,3732.2344,1171.4526,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Lake Akkala,Location,MinakkareLake,South Lake Akkala,3586.3398,1126.5767,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loshlo Harbor,Location,MinaminoBay,Loshlo Harbor,3480.9062,-2879.9397,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikau Lake,Location,MoroLake,Mikau Lake,3548.668,563.77637,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelo Pond,Location,NangoPond,Zelo Pond,1646.4128,511.10638,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cora Lake,Location,NiiLake,Cora Lake,-48.05896,-3056.3643,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Saria,Location,NutsLake,Lake Saria,64.06232,1883.1592,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Siela,Location,OkuwaLake,Lake Siela,2129.8086,-1451.4823,-105,1627,-1383,-104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruto Lake,Location,OshoromaLake,Ruto Lake,3171.1523,162.50677,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffer Beach,Location,PafaBeach,Puffer Beach,231.50653,-3897.292,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horon Lagoon,Location,PaiyuBay,Horon Lagoon,4234.2026,-314.3643,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mido Swamp,Location,PstaLake,Mido Swamp,812.01465,2353.9492,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bottomless Pond,Location,PukuntoMt,Bottomless Pond,509.91846,-581.55493,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veiled Falls,Location,PupukoreFalls,Veiled Falls,3082.758,455.61804,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calora Lake,Location,RaruLake,Calora Lake,2019.8923,-3215.872,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Totori,Location,RiritotoLake,Lake Totori,-3753.8667,1745.084,-105,-3445,1725,-105,-3608,1941,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodai Lake,Location,RodaiLake,Rodai Lake,1864.0039,-3129.849,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Jarrah,Location,RogyLake,Lake Jarrah,2967.4458,-2223.7002,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hylia River,Location,RonronRiver,Hylia River,783.3584,127.94531,-105,486,-1091,-105,338,657,-105,819,-413,-105,126,-1755,-105,,,,,,,,,,,,,,,,,,,,,
South Nabi Lake,Location,RoshiganLake,South Nabi Lake,870.3967,-1604.0012,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toto Lake,Location,RosomaLake,Toto Lake,3478.03,889.8486,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corta Lake,Location,RutesLake,Corta Lake,1685.5896,-3089.0378,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pico Pond,Location,SanrosaLake,Pico Pond,1201.6989,1144.2507,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firly Pond,Location,ShitanoPond,Firly Pond,3266.479,-2232.8833,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Oasis,Location,SouthGerudoRuins,Southern Oasis,-3721.7266,-3581.0767,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutile Lake,Location,SusonoLake,Rutile Lake,-2531.6458,-633.1318,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Illumeni,Location,SusonoPond,Lake Illumeni,-3536.961,-149.46045,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamio River,Location,SusonoRiver,Tamio River,-2465.394,-200.18527,-105,-2351,-85,-105,-2935,-547,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebra Falls,Location,SwanLake,Hebra Falls,-2756.67,2328.2097,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tama Pond,Location,TamaLake,Tama Pond,-2963.5115,1897.9802,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batrea Lake,Location,TatsubaLake,Batrea Lake,562.98334,-1233.8383,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koto Pond,Location,TohikiLake,Koto Pond,2397.3071,-2533.541,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakle's Navel,Location,TotenLake,Oakle's Navel,2473.8613,-2085.7803,-105,2483,-2060,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shatterback Point,Location,TryCape,Shatterback Point,3757.118,397,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake of the Horse God,Location,TurasuLake,Lake of the Horse God,635.19073,-3635.1138,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Kilsie,Location,UkkoPond,Lake Kilsie,-3927.746,2544.069,-105,-3903,2758,-105,-4100,2370,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riola Spring,Location,UraitoLake,Riola Spring,1789.1,-2942.5522,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Cales,Location,UrokoCape,Cape Cales,3544.8135,-3261.2712,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Akkala,Location,WabiLake,Lake Akkala,3924.2898,1496.9026,-105,3939,1758,-105,3710,1287,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yambi Lake,Location,YamabiLake,Yambi Lake,2475.1802,-3583.5164,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squabble River,Location,YamariRiver,Squabble River,496.78476,-1533.9364,-105,2398,-1888,-105,917,-1784,-105,2129,-2247,-105,,,,,,,,,,,,,,,,,,,,,,,,
Golow River,Location,YarimoRiver,Golow River,1486.099,2549.5781,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Darman,Location,ZaridoLake,Lake Darman,2005.7406,3031.6663,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akkala Ancient Tech Lab,Location,AncientLabo,Akkala Ancient Tech Lab,4522.0146,3166.6328,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolami Bridge,Location,EagleBridge,Kolami Bridge,-3117.187,1287.5734,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Abbey,Location,EastShrine,Eastern Abbey,-530.6277,-1959.6763,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Castle Town,Location,HyruleEastTown,East Castle Town,-14.095215,457.56494,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Castle Town,Location,HyruleWestTown,West Castle Town,-514.2282,450,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forgotten Temple,Location,KingValley,Forgotten Temple,-1578.4408,2106.54,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quarry Ruins,Location,MasazuRock,Quarry Ruins,-726.199,413.94202,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champion's Gate,Location,PeridoBarrier,Champion's Gate,-2042.2573,-3194.0706,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranch Ruins,Location,RonronFarm,Ranch Ruins,108.12793,-275.6665,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Gerudo Ruins,Location,WestGerudoRuins,West Gerudo Ruins,-4468.5576,-2296.87,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Zora Bridge,Location,ZoraBridge,Great Zora Bridge,3233.1833,314.30225,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Octorok Lake,Location,Akkare_OctaPond,Octorok Lake,4069.0063,2460.2385,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorko Tunnel,Location,AnoleTunnel,Gorko Tunnel,2007.9613,2013.301,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death Caldera,Location,DeathCaldera,Death Caldera,2563.403,2971.021,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goron Hot Springs,Location,GoronSpa,Goron Hot Springs,1775.9618,2255.6782,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalite Forest,Location,BarakkiPlain,Dalite Forest,-2051.041,-1138.946,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginner Woods,Location,BiginaTrees,Ginner Woods,3202.2024,-2083.38,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronas Forest,Location,BonrasForest,Bronas Forest,1477.9392,-3254.4382,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubinga Forest,Location,BuibuiTrees,Bubinga Forest,2085.3906,-2094.244,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damel Forest,Location,DamzelForest,Damel Forest,832.0786,-2700.0796,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retsam Forest,Location,ExpaTrees,Retsam Forest,3853.0227,-2011.5885,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest of Spirits,Location,FairyForest,Forest of Spirits,-962.7612,-1705.2804,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finra Woods,Location,FinrasForest,Finra Woods,423.3096,-2952.6252,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rok Woods,Location,GibogaHill,Rok Woods,3352.4658,3089.0872,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minshi Woods,Location,KiyanbaTrees,Minshi Woods,1015.7352,1770.9055,-105,1082,1504,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Hyrule Forest,Location,MapArea_HyruleForest,Great Hyrule Forest,363.82925,2545.783,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midla Woods,Location,MiddleTrees,Midla Woods,3100.8196,-2163.6345,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pappetto Grove,Location,NezuppoTrees,Pappetto Grove,-339.3401,-3567.0925,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applean Forest,Location,OngiForest,Applean Forest,552.6283,288.83276,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hickaly Woods,Location,RiaroTrees,Hickaly Woods,1951.004,-2441.7815,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ebara Forest,Location,RiberaForest,Ebara Forest,1885.2363,-3326.098,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarjon Woods,Location,SarjonForest,Sarjon Woods,1131.6309,-3279.0986,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant's Forest,Location,ShinikkyoForest,Giant's Forest,-1184.64,-114.00159,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagos Woods,Location,SugrantForest,Pagos Woods,689.8911,-3058.266,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabahl Woods,Location,TagonaTrees,Tabahl Woods,2572.5447,176.81873,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest of Time,Location,ZifForest,Forest of Time,-367.9718,-1525.3655,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Agaat,Location,AagetoMt,Mount Agaat,-4931.034,-861.76044,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jia Highlands,Location,AgePlateau,Jia Highlands,1506.6082,-2465.7075,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanayru Range,Location,AkazaMt,Lanayru Range,3993.5183,-1596.3353,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solewood Range,Location,BachimakuMt,Solewood Range,4403.436,-2205.3933,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passer Hill,Location,BameHill,Passer Hill,-3998.9048,1614.1091,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birida Lookout,Location,BiridinHill,Birida Lookout,-3475.8167,-1868.02,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Popla Foothills,Location,BuramuPlateau,Popla Foothills,812.7005,-2177.1309,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Dunsel,Location,DasukidaMt,Mount Dunsel,3197.3926,-3170.665,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunsel Plateau,Location,DasukidaPlateau,Dunsel Plateau,3002.681,-3081.7515,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Deplian Badlands,Location,EastEunpoHighlands,East Deplian Badlands,1126.0508,3673.3691,-105,1678,3670,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Gerudo Mesa,Location,EastGerudoPlateau,East Gerudo Mesa,-1576.9058,-2987.6006,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deplian Badlands,Location,EunpoHighlands,Deplian Badlands,335.73495,3693.1484,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Nabooru,Location,FenaMt,Mount Nabooru,-1885.7395,-1920.1152,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cliffs of Quince,Location,GamettaPlateau,Cliffs of Quince,2600.7773,-1779.888,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Pass,Location,GarakishiPass,Shadow Pass,3382.508,2273.783,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crenel Hills,Location,GashamaHill,Crenel Hills,680.5388,909.2051,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crenel Peak,Location,GashamahiMt,Crenel Peak,1169.8965,418.94092,-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
